UniRef90_F0Z2H0	CDL24_02805	GCA_002865305	NIHU01000003.1	134218	135567
UniRef90_A0A2N5PM53	CDL24_11155	GCA_002865305	NIHU01000017.1	17182	18168
UniRef90_A7B637	CDL24_02465	GCA_002865305	NIHU01000003.1	61876	62700
UniRef90_A0A2N5NUV6	CDL24_08080	GCA_002865305	NIHU01000010.1	126310	128616
UniRef90_A0A2N5PT75	CDL24_05525	GCA_002865305	NIHU01000007.1	32857	33843
UniRef90_A0A2N5NUB0	CDL24_04425	GCA_002865305	NIHU01000005.1	144598	145518
UniRef90_F3AKR8	CDL24_13205	GCA_002865305	NIHU01000023.1	8860	9507
UniRef90_A0A2N5Q3W7	CDL24_10020	GCA_002865305	NIHU01000014.1	57705	59297
UniRef90_A0A174ZFL5	CDL24_05715	GCA_002865305	NIHU01000007.1	65986	66417
UniRef90_A0A2N5PKT3	CDL24_07095	GCA_002865305	NIHU01000009.1	46752	46997
UniRef90_A7B857	CDL24_12855	GCA_002865305	NIHU01000021.1	51595	52965
UniRef90_A0A2N5NTC8	CDL24_01395	GCA_002865305	NIHU01000002.1	46446	47207
UniRef90_A0A2N5PVU5	CDL24_01480	GCA_002865305	NIHU01000002.1	62969	63175
UniRef90_D4M3Z1	CDL24_00045	GCA_002865305	NIHU01000001.1	6109	6489
UniRef90_A7B734	CDL24_08045	GCA_002865305	NIHU01000010.1	118171	119454
UniRef90_A7B7G7	CDL24_00925	GCA_002865305	NIHU01000001.1	194344	195996
UniRef90_A0A2N5PJR9	mgtA	GCA_002865305	NIHU01000012.1	83381	86146
UniRef90_A7B6A4	CDL24_14845	GCA_002865305	NIHU01000032.1	5825	6265
UniRef90_A7B5U6	CDL24_12355	GCA_002865305	NIHU01000020.1	12244	12924
UniRef90_A0A396GF16	CDL24_14805	GCA_002865305	NIHU01000032.1	1465	2187
UniRef90_R5TPR6	CDL24_10475	GCA_002865305	NIHU01000015.1	52211	53113
UniRef90_A0A2N5PG94	CDL24_13810	GCA_002865305	NIHU01000025.1	12424	12720
UniRef90_A0A2N5PHB4	CDL24_09980	GCA_002865305	NIHU01000014.1	49892	50101
UniRef90_A7B1A2	CDL24_06475	GCA_002865305	NIHU01000008.1	63266	64210
UniRef90_A0A396G8D8	CDL24_00660	GCA_002865305	NIHU01000001.1	129895	132456
UniRef90_D4L207	CDL24_14695	GCA_002865305	NIHU01000030.1	13006	13386
UniRef90_A0A2N5NNL4	CDL24_05485	GCA_002865305	NIHU01000007.1	26170	27051
UniRef90_A0A2N5PU77	CDL24_04450	GCA_002865305	NIHU01000005.1	149967	151340
UniRef90_A0A2N5PK78	CDL24_12865	GCA_002865305	NIHU01000021.1	54883	55122
UniRef90_A0A176UAD5	CDL24_00205	GCA_002865305	NIHU01000001.1	33128	34198
UniRef90_F7JY08	CDL24_13870	GCA_002865305	NIHU01000025.1	24296	24964
UniRef90_A0A2N5P1H6	CDL24_02915	GCA_002865305	NIHU01000003.1	150757	150966
UniRef90_A0A2N5PTG3	CDL24_05750	GCA_002865305	NIHU01000007.1	74514	75041
UniRef90_D4L0R2	CDL24_00010	GCA_002865305	NIHU01000001.1	991	1809
UniRef90_A0A2N5P953	CDL24_06050	GCA_002865305	NIHU01000007.1	119071	119667
UniRef90_R5TS76	nagA	GCA_002865305	NIHU01000001.1	60437	61648
UniRef90_A0A2N5NN76	CDL24_00430	GCA_002865305	NIHU01000001.1	82103	82390
UniRef90_A0A2N5NUT9	CDL24_10270	GCA_002865305	NIHU01000015.1	8589	9503
UniRef90_A0A2N5NQY5	spo0A	GCA_002865305	NIHU01000023.1	37791	38582
UniRef90_B5CNV1	clpB	GCA_002865305	NIHU01000034.1	315	2912
UniRef90_A7B4A6	CDL24_01045	GCA_002865305	NIHU01000001.1	226322	227263
UniRef90_A0A2N5P3F2	cls	GCA_002865305	NIHU01000002.1	120492	122051
UniRef90_N2A4L3	CDL24_11700	GCA_002865305	NIHU01000018.1	37188	38642
UniRef90_A0A2N5PLQ0	CDL24_11685	GCA_002865305	NIHU01000018.1	34482	34808
UniRef90_A7B898	CDL24_08840	GCA_002865305	NIHU01000012.1	33347	34516
UniRef90_R5U8X2	CDL24_08905	GCA_002865305	NIHU01000012.1	46325	47245
UniRef90_A0A2N5P0H3	CDL24_02585	GCA_002865305	NIHU01000003.1	84632	85552
UniRef90_A0A2N5PTB5	CDL24_05905	GCA_002865305	NIHU01000007.1	95017	95382
UniRef90_R5P6Y2	CDL24_04600	GCA_002865305	NIHU01000006.1	10476	10862
UniRef90_A7B5C0	CDL24_12540	GCA_002865305	NIHU01000020.1	51164	53176
UniRef90_A0A2N5P4V4	CDL24_10550	GCA_002865305	NIHU01000015.1	70393	72225
UniRef90_A7AY01	CDL24_05250	GCA_002865305	NIHU01000006.1	131194	132663
UniRef90_A0A2N5PT80	CDL24_05685	GCA_002865305	NIHU01000007.1	62011	62316
UniRef90_A0A2N5NR12	CDL24_03565	GCA_002865305	NIHU01000004.1	124392	125372
UniRef90_A0A2N5NL18	CDL24_09585	GCA_002865305	NIHU01000013.1	78870	79901
UniRef90_A0A2N5PRY9	CDL24_08675	GCA_002865305	NIHU01000011.1	128586	128954
UniRef90_A0A2N5PSC6	CDL24_06985	GCA_002865305	NIHU01000009.1	26469	27047
UniRef90_A0A2N5NIK6	CDL24_08150	GCA_002865305	NIHU01000011.1	12472	13866
UniRef90_A0A2N5PWZ9	CDL24_05425	GCA_002865305	NIHU01000007.1	12813	13808
UniRef90_A7B2V5	CDL24_10050	GCA_002865305	NIHU01000014.1	67559	67975
UniRef90_A7B0F9	CDL24_14715	GCA_002865305	NIHU01000031.1	1	329
UniRef90_A7AZC7	CDL24_01800	GCA_002865305	NIHU01000002.1	115215	116684
UniRef90_A0A2N5PR65	CDL24_02150	GCA_002865305	NIHU01000002.1	194334	195575
UniRef90_A0A174ZE38	CDL24_02675	GCA_002865305	NIHU01000003.1	102662	102991
UniRef90_A0A3E4VFW8	CDL24_00750	GCA_002865305	NIHU01000001.1	151610	152053
UniRef90_R5XPF9	galE	GCA_002865305	NIHU01000012.1	45269	46285
UniRef90_A0A2N5P372	CDL24_05105	GCA_002865305	NIHU01000006.1	99685	99897
UniRef90_A0A3E4V1F2	CDL24_04165	GCA_002865305	NIHU01000005.1	83211	84647
UniRef90_A0A2N5P2Z0	lepB	GCA_002865305	NIHU01000009.1	52606	53214
UniRef90_A0A2N5PR08	CDL24_01880	GCA_002865305	NIHU01000002.1	134160	135173
UniRef90_F7JVQ8	CDL24_09610	GCA_002865305	NIHU01000013.1	83104	85125
UniRef90_A0A2N5PEU6	CDL24_01980	GCA_002865305	NIHU01000002.1	153517	154299
UniRef90_A7B8M0	CDL24_04540	GCA_002865305	NIHU01000006.1	2135	2887
UniRef90_A0A2N5PGV8	CDL24_10395	GCA_002865305	NIHU01000015.1	33205	34380
UniRef90_A0A2N5NPY7	CDL24_08590	GCA_002865305	NIHU01000011.1	113321	113986
UniRef90_F7JRU2	CDL24_14130	GCA_002865305	NIHU01000026.1	32227	32874
UniRef90_A0A2N5P5A5	dpaL	GCA_002865305	NIHU01000021.1	18621	19826
UniRef90_D4L208	CDL24_14690	GCA_002865305	NIHU01000030.1	12710	12991
UniRef90_A0A2N5PV02	nagB	GCA_002865305	NIHU01000003.1	60239	60970
UniRef90_A0A2N5PM23	CDL24_07885	GCA_002865305	NIHU01000010.1	81482	82279
UniRef90_A0A2N5P2X7	CDL24_04850	GCA_002865305	NIHU01000006.1	51880	52662
UniRef90_A0A2N5P504	CDL24_10335	GCA_002865305	NIHU01000015.1	20136	21371
UniRef90_A0A2N5PSD4	CDL24_06910	GCA_002865305	NIHU01000009.1	10556	11869
UniRef90_A0A2N5PAU2	CDL24_10835	GCA_002865305	NIHU01000016.1	42830	43519
UniRef90_A0A396GFN3	CDL24_07810	GCA_002865305	NIHU01000010.1	65098	66123
UniRef90_A0A2N5PFQ2	CDL24_05075	GCA_002865305	NIHU01000006.1	94247	96304
UniRef90_A0A2N5NRC7	CDL24_05155	GCA_002865305	NIHU01000006.1	110611	112206
UniRef90_G4T4S0	CDL24_00250	GCA_002865305	NIHU01000001.1	41532	42833
UniRef90_A0A2N5NK76	CDL24_04855	GCA_002865305	NIHU01000006.1	52948	53403
UniRef90_A0A2N5PGX0	CDL24_13475	GCA_002865305	NIHU01000024.1	7372	9741
UniRef90_A0A2N5PAQ1	CDL24_11025	GCA_002865305	NIHU01000016.1	77832	78185
UniRef90_A7AYC4	CDL24_13265	GCA_002865305	NIHU01000023.1	21900	25691
UniRef90_F7JVN0	acpP	GCA_002865305	NIHU01000013.1	54345	54575
UniRef90_A5KKG3	pgk	GCA_002865305	NIHU01000012.1	90586	91779
UniRef90_A0A2N5NXF5	CDL24_11945	GCA_002865305	NIHU01000019.1	9769	10203
UniRef90_A7B0F9	CDL24_01165	GCA_002865305	NIHU01000002.1	1	198
UniRef90_A0A2N5PGX5	CDL24_13500	GCA_002865305	NIHU01000024.1	17945	18385
UniRef90_A0A396G893	CDL24_10905	GCA_002865305	NIHU01000016.1	55744	56418
UniRef90_A0A2N5PPJ8	CDL24_05280	GCA_002865305	NIHU01000006.1	137953	138375
UniRef90_A0A2N5NNI1	CDL24_13695	GCA_002865305	NIHU01000024.1	42567	43175
UniRef90_A7AZS4	CDL24_05965	GCA_002865305	NIHU01000007.1	101992	102939
UniRef90_A0A2N5P0H7	CDL24_06025	GCA_002865305	NIHU01000007.1	114411	115343
UniRef90_F7JZ36	CDL24_00325	GCA_002865305	NIHU01000001.1	58927	60366
UniRef90_A7B145	CDL24_06785	GCA_002865305	NIHU01000008.1	123056	124024
UniRef90_A0A2N5NIY3	argF	GCA_002865305	NIHU01000019.1	55869	57962
UniRef90_B5CM70	CDL24_01925	GCA_002865305	NIHU01000002.1	144139	144336
UniRef90_A0A2N5NI88	CDL24_14955	GCA_002865305	NIHU01000035.1	4235	4921
UniRef90_A0A2N5NNM7	CDL24_06015	GCA_002865305	NIHU01000007.1	110861	112600
UniRef90_A0A2N5PGZ4	CDL24_13530	GCA_002865305	NIHU01000024.1	20974	21273
UniRef90_A7B1X6	CDL24_03215	GCA_002865305	NIHU01000004.1	44918	45967
UniRef90_F7JU45	CDL24_02695	GCA_002865305	NIHU01000003.1	108414	109121
UniRef90_D4L208	CDL24_00185	GCA_002865305	NIHU01000001.1	30584	30865
UniRef90_A0A396G2H6	CDL24_02810	GCA_002865305	NIHU01000003.1	135630	136406
UniRef90_A5KJ76	CDL24_12760	GCA_002865305	NIHU01000021.1	37315	37512
UniRef90_A0A2N5NTF9	CDL24_01405	GCA_002865305	NIHU01000002.1	47731	48666
UniRef90_A7B3M1	CDL24_12645	GCA_002865305	NIHU01000021.1	8662	9711
UniRef90_A0A396G1L0	CDL24_06770	GCA_002865305	NIHU01000008.1	119148	120059
UniRef90_A0A2N5NWA8	CDL24_10985	GCA_002865305	NIHU01000016.1	69479	69823
UniRef90_A7B5D5	CDL24_12580	GCA_002865305	NIHU01000020.1	59540	61558
UniRef90_A7AYB3	spoIVB	GCA_002865305	NIHU01000023.1	38692	39750
UniRef90_A0A3E4UV14	CDL24_06055	GCA_002865305	NIHU01000007.1	119758	121122
UniRef90_A0A2N5PGY6	CDL24_13710	GCA_002865305	NIHU01000024.1	45391	46224
UniRef90_A0A2N5PQ01	CDL24_09510	GCA_002865305	NIHU01000013.1	63685	64005
UniRef90_A0A2N5NV30	CDL24_07580	GCA_002865305	NIHU01000010.1	19495	20790
UniRef90_A0A2N5NVW8	CDL24_09925	GCA_002865305	NIHU01000014.1	41243	41821
UniRef90_A7B6Q9	CDL24_10280	GCA_002865305	NIHU01000015.1	10336	11229
UniRef90_A7B2V7	CDL24_10040	GCA_002865305	NIHU01000014.1	62795	64789
UniRef90_C9YMG1	CDL24_00110	GCA_002865305	NIHU01000001.1	16876	17169
UniRef90_A7B0I7	CDL24_08505	GCA_002865305	NIHU01000011.1	92106	93080
UniRef90_A0A3E4UNS3	CDL24_13975	GCA_002865305	NIHU01000026.1	2274	2735
UniRef90_R5UIJ4	CDL24_00350	GCA_002865305	NIHU01000001.1	65101	67017
UniRef90_A0A2N5NT61	CDL24_01900	GCA_002865305	NIHU01000002.1	138601	139266
UniRef90_A0A2N5PBE8	CDL24_03955	GCA_002865305	NIHU01000005.1	33555	34523
UniRef90_A0A2N5PT62	CDL24_05535	GCA_002865305	NIHU01000007.1	35489	36595
UniRef90_U2R7I4	CDL24_04570	GCA_002865305	NIHU01000006.1	7173	7490
UniRef90_A0A2N5NPZ4	CDL24_08595	GCA_002865305	NIHU01000011.1	113946	114356
UniRef90_A7B3I0	CDL24_11755	GCA_002865305	NIHU01000018.1	45524	47287
UniRef90_F7JWW2	CDL24_07090	GCA_002865305	NIHU01000009.1	45916	46440
UniRef90_A0A2N5PMF8	CDL24_11300	GCA_002865305	NIHU01000017.1	39963	40934
UniRef90_A0A2N5NV83	CDL24_07615	GCA_002865305	NIHU01000010.1	26434	27879
UniRef90_R5TN31	CDL24_06685	GCA_002865305	NIHU01000008.1	105934	106356
UniRef90_A0A2N5PK01	xdh	GCA_002865305	NIHU01000021.1	27323	29893
UniRef90_A0A2N5PMF2	CDL24_11490	GCA_002865305	NIHU01000017.1	69885	70211
UniRef90_R5U573	CDL24_12780	GCA_002865305	NIHU01000021.1	40039	40851
UniRef90_A0A2N5PF58	CDL24_12510	GCA_002865305	NIHU01000020.1	46122	47159
UniRef90_A0A2N5PVE1	CDL24_01370	GCA_002865305	NIHU01000002.1	41532	41972
UniRef90_A0A2N5NG48	CDL24_12120	GCA_002865305	NIHU01000019.1	40395	40715
UniRef90_A0A2N5NQ93	CDL24_01070	GCA_002865305	NIHU01000001.1	231649	232899
UniRef90_A0A2N5PII2	CDL24_01285	GCA_002865305	NIHU01000002.1	23298	24269
UniRef90_A0A2N5PW37	CDL24_00615	GCA_002865305	NIHU01000001.1	122149	122700
UniRef90_A0A2N5PNV0	CDL24_08320	GCA_002865305	NIHU01000011.1	51665	52402
UniRef90_A7B589	CDL24_12385	GCA_002865305	NIHU01000020.1	17565	18356
UniRef90_A0A2N5PV17	CDL24_02665	GCA_002865305	NIHU01000003.1	101261	101452
UniRef90_A0A0K9NED1	CDL24_07120	GCA_002865305	NIHU01000009.1	50204	50449
UniRef90_A0A2N5P3E5	CDL24_06335	GCA_002865305	NIHU01000008.1	35076	35906
UniRef90_A0A2N5P334	CDL24_05315	GCA_002865305	NIHU01000006.1	144665	145495
UniRef90_A0A174GUV4	CDL24_10665	GCA_002865305	NIHU01000016.1	4229	5170
UniRef90_A0A2N5PU28	CDL24_04115	GCA_002865305	NIHU01000005.1	72228	73622
UniRef90_R6FCC1	pta	GCA_002865305	NIHU01000013.1	50029	51024
UniRef90_A0A2N5PMJ4	CDL24_11210	GCA_002865305	NIHU01000017.1	28593	29273
UniRef90_A7B292	CDL24_03750	GCA_002865305	NIHU01000004.1	163554	165815
UniRef90_A0A2N5NKR7	CDL24_02495	GCA_002865305	NIHU01000003.1	67162	67413
UniRef90_A7B2I2	CDL24_03905	GCA_002865305	NIHU01000005.1	19385	20110
UniRef90_A0A2V1JUP8	CDL24_05330	GCA_002865305	NIHU01000006.1	146865	147752
UniRef90_A0A396G9F8	CDL24_07600	GCA_002865305	NIHU01000010.1	22408	24924
UniRef90_A0A2N5PGX6	CDL24_13645	GCA_002865305	NIHU01000024.1	35424	36332
UniRef90_A0A2N5NPY8	CDL24_08560	GCA_002865305	NIHU01000011.1	106489	108723
UniRef90_A0A2N5PGY0	CDL24_13515	GCA_002865305	NIHU01000024.1	19793	20209
UniRef90_A0A2N5P484	CDL24_00355	GCA_002865305	NIHU01000001.1	67045	68064
UniRef90_A0A2N5NT03	thiE	GCA_002865305	NIHU01000008.1	20321	20956
UniRef90_A7B491	CDL24_01105	GCA_002865305	NIHU01000001.1	238547	239182
UniRef90_A0A2N5PJ28	CDL24_01100	GCA_002865305	NIHU01000001.1	237988	238419
UniRef90_A0A2N5NTB6	CDL24_01875	GCA_002865305	NIHU01000002.1	132969	134138
UniRef90_A0A2N5PU11	CDL24_04045	GCA_002865305	NIHU01000005.1	59369	59674
UniRef90_A0A2N5P2Y3	CDL24_07100	GCA_002865305	NIHU01000009.1	47161	47361
UniRef90_A0A2N5P4D9	CDL24_00385	GCA_002865305	NIHU01000001.1	74389	75150
UniRef90_A0A2N5PZS3	CDL24_02625	GCA_002865305	NIHU01000003.1	90536	90958
UniRef90_R5XP94	CDL24_11690	GCA_002865305	NIHU01000018.1	34932	35216
UniRef90_A0A2N5P3X7	CDL24_03515	GCA_002865305	NIHU01000004.1	115620	116966
UniRef90_A7AY02	CDL24_05255	GCA_002865305	NIHU01000006.1	132832	134085
UniRef90_A0A2N5PGT5	CDL24_13430	GCA_002865305	NIHU01000024.1	1461	2513
UniRef90_U2CXE6	CDL24_00790	GCA_002865305	NIHU01000001.1	160647	161951
UniRef90_A0A2N5PRC8	CDL24_09545	GCA_002865305	NIHU01000013.1	71174	72547
UniRef90_A7B132	CDL24_06845	GCA_002865305	NIHU01000008.1	139072	141462
UniRef90_A0A2N5PMC1	CDL24_11135	GCA_002865305	NIHU01000017.1	15667	15873
UniRef90_A7AXY7	CDL24_05190	GCA_002865305	NIHU01000006.1	118516	119454
UniRef90_A0A2N5NKB1	CDL24_04750	GCA_002865305	NIHU01000006.1	30645	31472
UniRef90_A7B3W0	CDL24_06045	GCA_002865305	NIHU01000007.1	118579	119052
UniRef90_A7B7G6	CDL24_00935	GCA_002865305	NIHU01000001.1	197600	198535
UniRef90_A7B018	CDL24_13005	GCA_002865305	NIHU01000022.1	25988	26260
UniRef90_U2AJ22	CDL24_08600	GCA_002865305	NIHU01000011.1	114464	115525
UniRef90_A0A2N5PT63	CDL24_05605	GCA_002865305	NIHU01000007.1	50526	50708
UniRef90_A0A2N5NUB3	glgD	GCA_002865305	NIHU01000004.1	74981	76099
UniRef90_A0A2N5PSU9	CDL24_06615	GCA_002865305	NIHU01000008.1	90184	91188
UniRef90_A0A3E4VG29	CDL24_00780	GCA_002865305	NIHU01000001.1	158583	159203
UniRef90_A0A2N5P4N7	CDL24_08990	GCA_002865305	NIHU01000012.1	64185	64961
UniRef90_A0A2N5P4T6	CDL24_10625	GCA_002865305	NIHU01000015.1	87352	88926
UniRef90_A7B798	nifJ	GCA_002865305	NIHU01000009.1	81673	85221
UniRef90_A7B6J5	CDL24_03005	GCA_002865305	NIHU01000003.1	167927	168643
UniRef90_A0A2N5PGR1	CDL24_10390	GCA_002865305	NIHU01000015.1	32201	33064
UniRef90_A7B6P0	CDL24_10340	GCA_002865305	NIHU01000015.1	21496	22335
UniRef90_A0A2N5PDJ5	CDL24_14510	GCA_002865305	NIHU01000029.1	5680	6501
UniRef90_F7JUN5	CDL24_08930	GCA_002865305	NIHU01000012.1	54063	55793
UniRef90_A0A2N5PIW3	CDL24_13080	GCA_002865305	NIHU01000022.1	39703	41001
UniRef90_A0A174XTX0	CDL24_04605	GCA_002865305	NIHU01000006.1	10874	11530
UniRef90_A0A2N5NT33	CDL24_06965	GCA_002865305	NIHU01000009.1	22817	24283
UniRef90_A0A2N5P9P5	CDL24_12625	GCA_002865305	NIHU01000021.1	5920	6789
UniRef90_A0A2N5NRY6	CDL24_07380	GCA_002865305	NIHU01000009.1	109397	110962
UniRef90_F7JWY6	CDL24_06960	GCA_002865305	NIHU01000009.1	21123	22808
UniRef90_A7AYA6	xseB	GCA_002865305	NIHU01000023.1	46415	46633
UniRef90_A7B668	CDL24_02290	GCA_002865305	NIHU01000003.1	23795	25876
UniRef90_A0A2N5PET4	CDL24_02010	GCA_002865305	NIHU01000002.1	160757	161869
UniRef90_F7JXH2	CDL24_05135	GCA_002865305	NIHU01000006.1	108334	109050
UniRef90_A0A2N5Q437	CDL24_10775	GCA_002865305	NIHU01000016.1	32121	33089
UniRef90_A0A2N5NQ00	CDL24_06700	GCA_002865305	NIHU01000008.1	107934	108533
UniRef90_A7B7K2	ytvI	GCA_002865305	NIHU01000001.1	159258	160415
UniRef90_F3AK48	CDL24_12755	GCA_002865305	NIHU01000021.1	35112	37061
UniRef90_A0A2N5PHC8	CDL24_10170	GCA_002865305	NIHU01000014.1	89104	89793
UniRef90_A0A2N5NTB7	CDL24_01690	GCA_002865305	NIHU01000002.1	100020	101252
UniRef90_A7B4J2	CDL24_10890	GCA_002865305	NIHU01000016.1	52482	53063
UniRef90_A7AY17	CDL24_14905	GCA_002865305	NIHU01000034.1	2909	4144
UniRef90_A0A2N5PTA8	CDL24_05850	GCA_002865305	NIHU01000007.1	88567	89115
UniRef90_A0A2N5PTB4	CDL24_05910	GCA_002865305	NIHU01000007.1	95390	95581
UniRef90_A0A2N5PBY5	CDL24_11655	GCA_002865305	NIHU01000018.1	26659	27891
UniRef90_A0A2N5PWD8	proB	GCA_002865305	NIHU01000001.1	230738	231625
UniRef90_A7AZY5	CDL24_13160	GCA_002865305	NIHU01000022.1	56897	57556
UniRef90_F7K0H7	CDL24_12480	GCA_002865305	NIHU01000020.1	40397	41809
UniRef90_F7KW52	CDL24_15165	GCA_002865305	NIHU01000046.1	210	683
UniRef90_A0A2N5NS16	rsgA	GCA_002865305	NIHU01000009.1	68894	69772
UniRef90_A0A2N5NI29	CDL24_00505	GCA_002865305	NIHU01000001.1	98817	99680
UniRef90_A0A2N5PG13	CDL24_06215	GCA_002865305	NIHU01000008.1	14435	14896
UniRef90_A0A2N5NI99	CDL24_09005	GCA_002865305	NIHU01000012.1	66019	66732
UniRef90_A0A2N5P4H9	CDL24_00830	GCA_002865305	NIHU01000001.1	170391	170690
UniRef90_A6BCK7	rpmG	GCA_002865305	NIHU01000004.1	51860	52009
UniRef90_A0A174LGV6	CDL24_14730	GCA_002865305	NIHU01000031.1	3278	5143
UniRef90_A7B655	CDL24_02345	GCA_002865305	NIHU01000003.1	34955	36025
UniRef90_A0A2N5P3T5	CDL24_03660	GCA_002865305	NIHU01000004.1	147064	147291
UniRef90_A0A2N5PM90	CDL24_11230	GCA_002865305	NIHU01000017.1	31139	31348
UniRef90_E5XKB7	CDL24_02920	GCA_002865305	NIHU01000003.1	151034	151522
UniRef90_A0A2N5PGX3	CDL24_13625	GCA_002865305	NIHU01000024.1	33846	34292
UniRef90_B6FKP1	CDL24_11815	GCA_002865305	NIHU01000018.1	58492	58926
UniRef90_A0A2N5NRJ8	CDL24_08390	GCA_002865305	NIHU01000011.1	64052	64600
UniRef90_A0A2N5PIY6	CDL24_13165	GCA_002865305	NIHU01000022.1	57594	58430
UniRef90_A0A2N5Q3L4	CDL24_07450	GCA_002865305	NIHU01000009.1	126680	127231
UniRef90_A0A2N5PJT8	CDL24_09060	GCA_002865305	NIHU01000012.1	77688	78371
UniRef90_A0A2N5PGW3	CDL24_13575	GCA_002865305	NIHU01000024.1	27449	27730
UniRef90_A0A2N5PEJ7	CDL24_04485	GCA_002865305	NIHU01000005.1	155181	156032
UniRef90_A0A3E4K8J1	CDL24_03590	GCA_002865305	NIHU01000004.1	131541	132695
UniRef90_A0A2N5PVD8	CDL24_01380	GCA_002865305	NIHU01000002.1	43061	43318
UniRef90_A0A2N5PB51	CDL24_14980	GCA_002865305	NIHU01000036.1	332	1060
UniRef90_A0A2N5PRJ9	CDL24_09890	GCA_002865305	NIHU01000014.1	35222	36298
UniRef90_A0A2N5PE91	CDL24_10630	GCA_002865305	NIHU01000015.1	88972	89457
UniRef90_R5XFE8	CDL24_01270	GCA_002865305	NIHU01000002.1	20649	21986
UniRef90_A0A2N5PMI1	CDL24_11480	GCA_002865305	NIHU01000017.1	68805	69389
UniRef90_A0A2N5NNP7	CDL24_06005	GCA_002865305	NIHU01000007.1	108722	109108
UniRef90_A0A2N5NTL6	CDL24_02145	GCA_002865305	NIHU01000002.1	193483	194322
UniRef90_A0A2N5NVQ3	CDL24_10175	GCA_002865305	NIHU01000014.1	89790	91082
UniRef90_A0A2N5PGX8	CDL24_13580	GCA_002865305	NIHU01000024.1	27743	28027
UniRef90_A0A2N5PM89	CDL24_11130	GCA_002865305	NIHU01000017.1	15160	15654
UniRef90_A0A2N5PGW2	CDL24_13455	GCA_002865305	NIHU01000024.1	4715	4966
UniRef90_A0A396G9I3	CDL24_07710	GCA_002865305	NIHU01000010.1	46924	47499
UniRef90_A0A2N5PT71	CDL24_05620	GCA_002865305	NIHU01000007.1	53000	53500
UniRef90_A0A1L5L470	CDL24_08030	GCA_002865305	NIHU01000010.1	115747	116772
